txn_id,posted_date,account_id,merchant_name,gross_amount,currency,channel,status
A002773,27/01/2026,ACC0053,Northline Freight,223.51,GBP,card,pending
A002774,01/01/2026,ACC0026,The Old Print Works,45.41,GBP,bank_transfer,settled
A002775,17/01/2026,ACC0007,Kite Digital,48.36,GBP,card,settled
A002776,01/03/2026,ACC0028,Ashvale Clinic,8.12,gbp,bank_transfer,settled
A002777,12/05/2026,ACC0088,Kite Digital,105.29,GBP,direct_debit,settled
A002778,11/02/2026,ACC0025,Bolt & Screw Ltd,461.14,GBP,card,pending
A002779,25/03/2026,ACC0075,Bolt & Screw Ltd,62.89,GBP,direct_debit,reversed
A002780,25/03/2026,ACC0516,"Marlow ""Fine"" Foods",210.75,EUR,card,settled
A002781,09/05/2026,ACC0085,Harrow Sports Club,60.75,GBP,card,reversed
A002782,11/03/2026,ACC0055,Harrow Sports Club,56.35,gbp,card,pending
A002783,21/01/2026,ACC0062,Bolt & Screw Ltd,5.79,EUR,bank_transfer,reversed
A002784,14/02/2026,ACC0045,Sandbrook Utilities,84.04,USD,bank_transfer,failed
A002785,31/01/2026,ACC0104,Kite Digital,129.68,GBP,card,settled
A002786,07/02/2026,ACC0066,Bolt & Screw Ltd,295.25,GBP,card,settled
A002787,11/11/2026,ACC0118,Ashvale Clinic,50.87,GBP,bank_transfer,failed
A002788,08/01/2026,ACC0045,"Marlow ""Fine"" Foods",74.16,GBP,direct_debit,settled
A002789,22/01/2026,ACC0091,Bolt & Screw Ltd,9.26,USD,card,failed
A002790,10/04/2026,ACC0094,Dhillon & Sons,51.92,gbp,bank_transfer,pending
A002791,13/02/2026,ACC0004,Kite Digital,216.67,gbp,card,settled
A002792,26/02/2026,ACC0046,Harrow Sports Club,45.35,gbp,card,reversed
A002793,07/01/2026,ACC0021,Petra Logistics,87.59,gbp,card,settled
A002794,21/02/2026,ACC0118,Sandbrook Utilities,85.95,gbp,card,settled
A002795,15/03/2026,ACC0096,Corner Cafe,113.49,GBP,card,pending
A002796,04/03/2026,ACC0083,Petra Logistics,11.54,GBP,card,pending
A002797,20/03/2026,ACC0048,Kite Digital,188.9,GBP,card,settled
A002798,10/02/2026,ACC0019,Sandbrook Utilities,67.81,GBP,card,settled
A002799,02/02/2026,ACC0011,Sandbrook Utilities,484.13,GBP,direct_debit,settled
A002800,07/03/2026,ACC0064,Petra Logistics,11.58,USD,card,reversed
A002801,02/01/2026,ACC0113,"Wembley Tyres, Ltd",66.35,GBP,card,settled
A002802,26/01/2026,ACC0081,Sandbrook Utilities,20.82,EUR,bank_transfer,settled
A002803,09/01/2026,ACC0079,"Wembley Tyres, Ltd",76.33,EUR,card,reversed
A002804,02/01/2026,ACC0107,"Wembley Tyres, Ltd",4.05,GBP,card,settled
A002805,20/03/2026,ACC0094,The Old Print Works,17.78,gbp,card,settled
A002806,01/03/2026,ACC0086,"Marlow ""Fine"" Foods",37.37,gbp,card,settled
A002807,03/03/2026,ACC0054,Kite Digital,80.06,GBP,bank_transfer,settled
A002808,13/02/2026,ACC0056,Northline Freight,285.48,EUR,card,pending
A002809,13/02/2026,ACC0114,Kite Digital,47.42,USD,bank_transfer,failed
A002810,21/02/2026,ACC0100,Harrow Sports Club,133.95,GBP,card,pending
A002811,01/03/2026,ACC0112,The Old Print Works,26.59,GBP,card,failed
A002812,13/02/2026,ACC0005,"Wembley Tyres, Ltd",14.78,GBP,card,settled
A002813,01/01/2026,ACC0020,Corner Cafe,8.4,GBP,direct_debit,pending
A002814,28/01/2026,ACC0112,Bolt & Screw Ltd,270.96,USD,card,failed
A002815,29/03/2026,ACC0093,Ashvale Clinic,19.82,EUR,bank_transfer,pending
A002816,07/12/2026,ACC0057,"Marlow ""Fine"" Foods",,USD,card,reversed
A002817,27/02/2026,ACC0088,Bolt & Screw Ltd,44.64,USD,card,settled
A002818,26/03/2026,ACC0102,Sandbrook Utilities,19.09,gbp,card,failed
A002819,12/01/2026,ACC0094,Northline Freight,55.12,GBP,bank_transfer,settled
A002820,27/01/2026,ACC0095,Harrow Sports Club,31.1,USD,card,settled
A002821,24/01/2026,ACC0003,Dhillon & Sons,-44.48,gbp,card,pending
A002822,16/03/2026,ACC0003,Kite Digital,29.27,GBP,card,failed
A002823,29/03/2026,ACC0041,Kite Digital,57.89,GBP,bank_transfer,settled
A002824,09/03/2026,ACC0110,Bolt & Screw Ltd,153.14,GBP,card,settled
A002825,25/02/2026,ACC0033,Dhillon & Sons,16.64,gbp,card,reversed
A002826,06/03/2026,ACC0016,Kite Digital,65.39,gbp,card,settled
A002827,19/02/2026,ACC0104,Dhillon & Sons,211.04,USD,card,reversed
A002828,01/03/2026,ACC0014,Kite Digital,15.81,GBP,card,settled
A002829,13/01/2026,ACC0008,Corner Cafe,23.89,GBP,card,reversed
A002830,06/01/2026,ACC0102,Harrow Sports Club,36.02,GBP,card,settled
A002831,08/07/2026,ACC0118,The Old Print Works,30.53,USD,card,settled
A002832,24/01/2026,ACC0029,Northline Freight,47.3,USD,card,settled
A002833,27/01/2026,ACC0033,Kite Digital,6.81,USD,card,reversed
A002834,24/02/2026,ACC0023,Sandbrook Utilities,244.96,GBP,card,settled
A002835,17/03/2026,ACC0020,Kite Digital,23.62,GBP,direct_debit,settled
A002836,03/01/2026,ACC0058,Bolt & Screw Ltd,169.26,EUR,card,settled
A002837,22/02/2026,ACC0106,Kite Digital,72.1,GBP,card,failed
A002838,23/02/2026,ACC0001,"Marlow ""Fine"" Foods",26.87,gbp,card,pending
A002839,26/03/2026,ACC0069,Kite Digital,80.56,gbp,card,reversed
A002840,01/03/2026,ACC0117,The Old Print Works,55.69,EUR,card,settled
A002841,01/03/2026,ACC0101,Petra Logistics,40.12,gbp,bank_transfer,failed
A002842,13/01/2026,ACC0024,Ashvale Clinic,396.06,GBP,card,pending
A002843,04/03/2026,ACC0013,Sandbrook Utilities,120.62,EUR,card,settled
A002844,13/03/2026,ACC0019,Northline Freight,119.03,GBP,card,reversed
A002845,11/01/2026,ACC0041,Corner Cafe,101.83,GBP,card,pending
A002846,07/02/2026,ACC0097,Ashvale Clinic,80.06,GBP,bank_transfer,settled
A002847,11/01/2026,ACC0015,Corner Cafe,57.07,gbp,card,settled
A002848,06/01/2026,ACC0039,"Marlow ""Fine"" Foods",75.45,GBP,card,settled
A002849,06/02/2026,ACC0058,"Marlow ""Fine"" Foods",15.17,EUR,card,reversed
A002850,19/03/2026,ACC0064,"Marlow ""Fine"" Foods",562.74,GBP,card,reversed
A002851,22/03/2026,ACC0047,"Wembley Tyres, Ltd",111.65,GBP,card,settled
A002852,01/03/2026,ACC0097,Kite Digital,173.02,GBP,card,settled
A002853,21/02/2026,ACC0079,Ashvale Clinic,30.95,USD,card,settled
A002854,01/01/2026,ACC0016,Petra Logistics,186.37,GBP,card,settled
A002855,05/01/2026,ACC0066,Northline Freight,99.94,GBP,card,failed
A002856,16/03/2026,ACC0106,"Marlow ""Fine"" Foods",6.29,GBP,direct_debit,settled
A002857,02/02/2026,ACC0093,Kite Digital,338.44,gbp,bank_transfer,settled
A002858,23/01/2026,ACC0067,Harrow Sports Club,33.9,USD,bank_transfer,reversed
A002859,27/02/2026,ACC0018,Sandbrook Utilities,23.95,EUR,bank_transfer,reversed
A002860,08/02/2026,ACC0006,"Marlow ""Fine"" Foods",27.52,GBP,card,settled
A002861,17/01/2026,ACC0117,Corner Cafe,166.65,gbp,card,failed
A002862,31/03/2026,ACC0049,Bolt & Screw Ltd,101.75,GBP,direct_debit,settled
A002863,12/01/2026,ACC0049,Ashvale Clinic,56.13,GBP,card,settled
A002864,22/02/2026,ACC0054,"Wembley Tyres, Ltd",36.26,GBP,card,failed
A002865,22/02/2026,ACC0050,Harrow Sports Club,76.02,GBP,card,settled
A002866,29/03/2026,ACC0030,Bolt & Screw Ltd,99.3,gbp,card,settled
A002867,13/03/2026,ACC0092,Sandbrook Utilities,91.6,GBP,card,reversed
A002868,21/01/2026,ACC0054,The Old Print Works,20.45,USD,direct_debit,settled
A002869,31/01/2026,ACC0074,Bolt & Screw Ltd,34.78,EUR,bank_transfer,settled
A002870,04/01/2026,ACC0036,Harrow Sports Club,23.95,GBP,card,settled
A002871,19/01/2026,ACC0080,Ashvale Clinic,100.92,GBP,direct_debit,settled
A002872,12/02/2026,ACC0068,Ashvale Clinic,105.73,GBP,card,pending
A002873,20/03/2026,ACC0106,"Wembley Tyres, Ltd",16.21,gbp,direct_debit,settled
A002874,17/02/2026,ACC0050,"Wembley Tyres, Ltd",6.13,USD,bank_transfer,pending
A002875,02/03/2026,ACC0022,The Old Print Works,13.81,GBP,card,settled
A002876,28/02/2026,ACC0071,Harrow Sports Club,11.32,gbp,direct_debit,pending
A002877,23/02/2026,ACC0002,Sandbrook Utilities,17.32,GBP,card,settled
A002878,14/02/2026,ACC0016,Sandbrook Utilities,70.43,GBP,bank_transfer,settled
A002879,03/01/2026,ACC0102,Petra Logistics,126.53,GBP,card,reversed
A002880,17/02/2026,ACC0096,The Old Print Works,63.8,GBP,card,reversed
A002881,12/01/2026,ACC0044,Corner Cafe,48.35,GBP,bank_transfer,pending
A002882,31/03/2026,ACC0039,Bolt & Screw Ltd,51.09,USD,card,pending
A002883,05/02/2026,ACC0023,Kite Digital,9.65,GBP,card,settled
A002884,28/03/2026,ACC0038,"Wembley Tyres, Ltd",49.84,USD,bank_transfer,failed
A002885,05/02/2026,ACC0026,Sandbrook Utilities,7.79,gbp,card,settled
A002886,10/02/2026,ACC0052,Ashvale Clinic,23.52,GBP,bank_transfer,reversed
A002887,06/03/2026,ACC0107,Northline Freight,53.13,EUR,card,settled
A002888,27/02/2026,ACC0044,Dhillon & Sons,182.25,USD,card,settled
A002889,10/02/2026,ACC0017,"Wembley Tyres, Ltd",16.03,gbp,card,settled
A002890,05/03/2026,ACC0083,Petra Logistics,18.29,USD,card,pending
A002891,29/01/2026,ACC0098,The Old Print Works,66.89,GBP,card,pending
A002892,15/02/2026,ACC0068,Northline Freight,24.9,EUR,card,settled
A002893,04/03/2026,ACC0052,Sandbrook Utilities,201.87,GBP,card,settled
A002894,24/02/2026,ACC0005,Sandbrook Utilities,273.33,GBP,card,settled
A002895,23/02/2026,ACC0088,Petra Logistics,210.05,GBP,card,settled
A002896,10/01/2026,ACC0015,Harrow Sports Club,29.54,gbp,bank_transfer,pending
A002897,10/02/2026,ACC0106,Kite Digital,26.85,gbp,card,reversed
A002898,30/03/2026,ACC0010,Corner Cafe,80.14,GBP,card,failed
A002899,29/01/2026,ACC0036,"Marlow ""Fine"" Foods",52.44,gbp,bank_transfer,settled
A002900,01/01/2026,ACC0029,Kite Digital,70.46,GBP,card,failed
A002901,17/01/2026,ACC0094,The Old Print Works,10.51,GBP,card,pending
A002902,27/02/2026,ACC0081,Corner Cafe,290.77,GBP,bank_transfer,pending
A002903,08/01/2026,ACC0062,Corner Cafe,57.99,gbp,card,pending
A002904,28/03/2026,ACC0016,The Old Print Works,6.61,USD,card,reversed
A002905,24/01/2026,ACC0085,"Wembley Tyres, Ltd",56.31,USD,card,reversed
A002906,08/10/2026,ACC0011,Harrow Sports Club,89.71,GBP,card,reversed
A002907,17/02/2026,ACC0052,Bolt & Screw Ltd,21.46,GBP,bank_transfer,settled
A002908,17/03/2026,ACC0045,Kite Digital,9.39,EUR,card,settled
A002909,05/02/2026,ACC0062,Petra Logistics,14.05,gbp,direct_debit,reversed
A002910,25/03/2026,ACC0023,Sandbrook Utilities,49.94,GBP,bank_transfer,settled
A002911,03/01/2026,ACC0085,"Wembley Tyres, Ltd",23.33,USD,bank_transfer,reversed
A002912,14/02/2026,ACC0017,Sandbrook Utilities,70.69,GBP,card,pending
A002913,01/03/2026,ACC0080,Kite Digital,46.68,GBP,bank_transfer,settled
A002914,14/02/2026,ACC0109,Bolt & Screw Ltd,71.16,USD,card,settled
A002915,09/01/2026,ACC0032,Ashvale Clinic,17.53,GBP,card,failed
A002916,14/01/2026,ACC0010,"Marlow ""Fine"" Foods",74.17,USD,card,failed
A002917,20/01/2026,ACC0041,Petra Logistics,10.99,GBP,bank_transfer,settled
A002918,18/02/2026,ACC0054,Northline Freight,55.47,EUR,bank_transfer,pending
A002919,24/02/2026,ACC0100,"Wembley Tyres, Ltd",45.08,GBP,card,reversed
A002920,05/03/2026,ACC0049,Corner Cafe,147.68,USD,card,settled
A002921,05/01/2026,ACC0005,"Wembley Tyres, Ltd",85.2,gbp,bank_transfer,failed
A002922,12/01/2026,ACC0049,"Wembley Tyres, Ltd",23.82,GBP,bank_transfer,settled
A002923,18/03/2026,ACC0040,Corner Cafe,21.15,USD,card,pending
A002924,01/02/2026,ACC0003,"Marlow ""Fine"" Foods",13.18,USD,card,failed
A002925,03/01/2026,ACC0067,Dhillon & Sons,57.26,EUR,card,failed
A002926,31/01/2026,ACC0015,Corner Cafe,50.27,GBP,card,settled
A002927,03/02/2026,ACC0057,Northline Freight,77.39,GBP,card,reversed
A002928,21/01/2026,ACC0115,Harrow Sports Club,23.01,GBP,direct_debit,settled
A002929,06/01/2026,ACC0064,Corner Cafe,80.43,GBP,card,reversed
A002930,14/03/2026,ACC0025,Dhillon & Sons,25.4,GBP,bank_transfer,settled
A002931,30/03/2026,ACC0094,Dhillon & Sons,498.28,GBP,direct_debit,settled
A002932,04/03/2026,ACC0094,Dhillon & Sons,38.27,USD,bank_transfer,pending
A002933,08/01/2026,ACC0076,Corner Cafe,92.47,gbp,bank_transfer,failed
A002934,22/03/2026,ACC0055,"Wembley Tyres, Ltd",55.5,USD,direct_debit,settled
A002935,15/01/2026,ACC0047,The Old Print Works,14.71,GBP,bank_transfer,pending
A002936,21/01/2026,ACC0100,"Marlow ""Fine"" Foods",5.0,EUR,bank_transfer,settled
A002937,08/02/2026,ACC0114,Sandbrook Utilities,202.1,GBP,bank_transfer,settled
A002938,18/01/2026,ACC0100,Corner Cafe,149.22,USD,card,reversed
A002939,05/12/2026,ACC0025,Harrow Sports Club,87.32,EUR,card,settled
A002940,12/02/2026,ACC0059,The Old Print Works,47.99,GBP,card,settled
A002941,14/02/2026,ACC0001,Northline Freight,5.54,GBP,card,settled
A002942,15/01/2026,ACC0112,Bolt & Screw Ltd,112.86,GBP,card,reversed
A002943,18/02/2026,ACC0049,Northline Freight,57.94,GBP,card,settled
A002944,05/01/2026,ACC0066,Ashvale Clinic,162.87,GBP,card,reversed
A002945,06/03/2026,ACC0014,Sandbrook Utilities,180.79,GBP,card,pending
A002946,20/03/2026,ACC0015,The Old Print Works,20.84,USD,card,settled
A002947,02/02/2026,ACC0100,"Marlow ""Fine"" Foods",27.94,USD,card,settled
A002948,20/01/2026,ACC0010,Ashvale Clinic,76.96,GBP,card,failed
A002949,05/03/2026,ACC0063,Dhillon & Sons,57.96,GBP,bank_transfer,reversed
A002950,29/01/2026,ACC0054,Harrow Sports Club,13.8,EUR,card,settled
A002951,31/01/2026,ACC0072,"Wembley Tyres, Ltd",33.82,GBP,bank_transfer,settled
A002952,23/01/2026,ACC0084,Bolt & Screw Ltd,37.37,GBP,card,pending
A002953,30/01/2026,ACC0004,Dhillon & Sons,11.04,GBP,card,settled
A002954,13/01/2026,ACC0099,Kite Digital,4.03,USD,card,settled
A002955,23/02/2026,ACC0051,Ashvale Clinic,53.39,GBP,card,failed
A002956,08/03/2026,ACC0087,Ashvale Clinic,48.55,gbp,direct_debit,settled
A002957,17/01/2026,ACC0008,"Wembley Tyres, Ltd",462.82,GBP,bank_transfer,failed
A002958,12/03/2026,ACC0077,Kite Digital,152.56,GBP,direct_debit,pending
A002959,20/01/2026,ACC0099,Petra Logistics,43.96,gbp,direct_debit,settled
A002960,02/01/2026,ACC0113,The Old Print Works,167.4,GBP,card,pending
A002961,23/03/2026,ACC0042,Ashvale Clinic,15.53,GBP,bank_transfer,failed
A002962,11/03/2026,ACC0005,Petra Logistics,20.99,GBP,direct_debit,settled
A002963,08/01/2026,ACC0035,"Wembley Tyres, Ltd",39.89,GBP,bank_transfer,settled
A002964,04/03/2026,ACC0056,Corner Cafe,27.0,GBP,direct_debit,reversed
A002965,08/03/2026,ACC0025,Ashvale Clinic,57.17,GBP,card,settled
A002966,18/03/2026,ACC0079,Northline Freight,51.18,EUR,card,settled
A002967,11/03/2026,ACC0094,Dhillon & Sons,175.41,gbp,card,pending
A002968,14/02/2026,ACC0085,Sandbrook Utilities,141.62,USD,card,settled
A002969,28/03/2026,ACC0073,Sandbrook Utilities,65.26,gbp,bank_transfer,settled
A002970,28/03/2026,ACC0035,Harrow Sports Club,28.7,GBP,direct_debit,settled
A002971,19/02/2026,ACC0012,Bolt & Screw Ltd,30.8,GBP,bank_transfer,settled
A002972,25/01/2026,ACC0087,Dhillon & Sons,198.64,gbp,card,failed
A002973,23/03/2026,ACC0092,"Marlow ""Fine"" Foods",35.97,GBP,bank_transfer,settled
A002974,27/03/2026,ACC0050,"Marlow ""Fine"" Foods",149.68,GBP,bank_transfer,reversed
A002975,06/02/2026,ACC0051,Dhillon & Sons,92.57,USD,card,settled
A002976,22/02/2026,ACC0095,"Wembley Tyres, Ltd",55.48,USD,direct_debit,failed
A002977,23/02/2026,ACC0100,"Marlow ""Fine"" Foods",34.99,GBP,card,reversed
A002978,11/02/2026,ACC0063,Corner Cafe,83.48,EUR,card,settled
A002979,28/03/2026,ACC0020,Harrow Sports Club,75.79,gbp,direct_debit,failed
A002980,19/03/2026,ACC0075,"Marlow ""Fine"" Foods",170.88,GBP,card,failed
A002981,05/01/2026,ACC0021,Kite Digital,70.62,USD,bank_transfer,settled
A002982,13/01/2026,ACC0052,The Old Print Works,54.77,GBP,card,failed
A002983,10/03/2026,ACC0118,"Wembley Tyres, Ltd",22.03,USD,bank_transfer,settled
A002984,20/02/2026,ACC0084,"Marlow ""Fine"" Foods",14.51,gbp,direct_debit,pending
A002985,16/03/2026,ACC0076,"Marlow ""Fine"" Foods",13.31,gbp,card,settled
A002986,04/02/2026,ACC0050,Sandbrook Utilities,32.55,USD,bank_transfer,settled
A002987,05/03/2026,ACC0070,"Marlow ""Fine"" Foods",28.07,GBP,card,reversed
A002988,12/01/2026,ACC0066,Kite Digital,16.43,GBP,card,settled
A002989,17/01/2026,ACC0074,Corner Cafe,253.69,GBP,bank_transfer,settled
A002990,23/02/2026,ACC0051,Ashvale Clinic,169.65,GBP,card,failed
A002991,13/02/2026,ACC0115,Bolt & Screw Ltd,128.32,USD,direct_debit,reversed
A002992,09/02/2026,ACC0108,Dhillon & Sons,220.19,GBP,direct_debit,settled
A002993,17/03/2026,ACC0043,Petra Logistics,186.25,EUR,card,failed
A002994,16/03/2026,ACC0072,"Marlow ""Fine"" Foods",152.4,EUR,card,settled
A002995,28/02/2026,ACC0005,"Wembley Tyres, Ltd",27.62,EUR,bank_transfer,settled
A002996,15/03/2026,ACC0094,Ashvale Clinic,262.07,GBP,direct_debit,reversed
A002997,27/02/2026,ACC0043,Northline Freight,83.13,GBP,card,settled
A002998,23/02/2026,ACC0110,"Marlow ""Fine"" Foods",14.79,gbp,card,settled
A002999,31/03/2026,ACC0054,Northline Freight,36.38,GBP,bank_transfer,failed
A003000,04/02/2026,ACC0044,Dhillon & Sons,17.6,USD,card,pending
A003001,08/02/2026,ACC0027,Ashvale Clinic,7.55,gbp,card,settled
A003002,18/03/2026,ACC0026,"Marlow ""Fine"" Foods",19.4,USD,direct_debit,failed
A003003,19/02/2026,ACC0038,The Old Print Works,36.43,EUR,card,settled
A003004,11/03/2026,ACC0088,Kite Digital,293.62,GBP,card,settled
A003005,21/03/2026,ACC0044,Sandbrook Utilities,432.6,GBP,card,failed
A003006,26/03/2026,ACC0045,Dhillon & Sons,11.22,GBP,card,failed
A003007,23/02/2026,ACC0069,Bolt & Screw Ltd,12.61,USD,direct_debit,settled
A003008,28/02/2026,ACC0041,Northline Freight,58.29,GBP,card,reversed
A003009,25/02/2026,ACC0069,Bolt & Screw Ltd,23.22,USD,card,settled
A003010,15/03/2026,ACC0029,Dhillon & Sons,11.56,USD,card,settled
A003011,18/01/2026,ACC0013,Corner Cafe,69.61,USD,card,reversed
A003012,10/03/2026,ACC0025,"Wembley Tyres, Ltd",35.06,GBP,direct_debit,settled
A003013,17/02/2026,ACC0040,The Old Print Works,74.97,GBP,direct_debit,reversed
A003014,27/03/2026,ACC0073,Bolt & Screw Ltd,12.23,GBP,card,settled
A003015,05/01/2026,ACC0104,Harrow Sports Club,7.51,GBP,card,settled
A003016,29/03/2026,ACC0055,Sandbrook Utilities,48.67,GBP,bank_transfer,settled
A003017,20/03/2026,ACC0053,"Wembley Tyres, Ltd",74.89,GBP,direct_debit,settled
A003018,20/03/2026,ACC0012,"Marlow ""Fine"" Foods",200.74,USD,direct_debit,settled
A003019,20/02/2026,ACC0060,"Marlow ""Fine"" Foods",95.23,GBP,card,settled
A003020,12/01/2026,ACC0006,Bolt & Screw Ltd,71.45,GBP,bank_transfer,settled
A003021,07/03/2026,ACC0047,"Marlow ""Fine"" Foods",73.61,EUR,card,failed
A003022,28/02/2026,ACC0059,Petra Logistics,31.92,GBP,card,reversed
A003023,08/02/2026,ACC0090,"Wembley Tyres, Ltd",60.98,gbp,card,settled
A003024,29/03/2026,ACC0073,Sandbrook Utilities,80.3,EUR,card,reversed
A003025,02/01/2026,ACC0090,Dhillon & Sons,106.86,GBP,direct_debit,settled
A003026,02/02/2026,ACC0063,Petra Logistics,79.31,USD,card,settled
A003027,05/02/2026,ACC0066,Petra Logistics,126.2,USD,card,reversed
A003028,26/02/2026,ACC0037,Kite Digital,66.84,GBP,bank_transfer,settled
A003029,21/02/2026,ACC0077,Kite Digital,128.63,GBP,card,settled
A003030,06/03/2026,ACC0045,Bolt & Screw Ltd,214.43,GBP,bank_transfer,failed
A003031,05/02/2026,ACC0113,Ashvale Clinic,30.49,gbp,card,reversed
A003032,08/02/2026,ACC0008,Bolt & Screw Ltd,6.13,USD,card,failed
A003033,16/01/2026,ACC0019,Harrow Sports Club,91.48,GBP,direct_debit,settled
A003034,12/03/2026,ACC0013,Ashvale Clinic,121.16,GBP,card,pending
A003035,10/03/2026,ACC0071,Harrow Sports Club,250.03,USD,card,pending
A003036,19/03/2026,ACC0067,"Wembley Tyres, Ltd",67.85,EUR,card,settled
A003037,02/03/2026,ACC0084,Kite Digital,15.74,USD,card,settled
A003038,20/03/2026,ACC0029,Corner Cafe,212.73,GBP,card,failed
A003039,27/01/2026,ACC0014,Petra Logistics,180.6,USD,card,pending
A003040,11/01/2026,ACC0018,Sandbrook Utilities,18.18,USD,card,failed
A003041,19/02/2026,ACC0066,Harrow Sports Club,109.43,GBP,bank_transfer,settled
A003042,04/02/2026,ACC0055,Petra Logistics,15.64,GBP,bank_transfer,reversed
A003043,21/02/2026,ACC0057,Corner Cafe,294.84,GBP,card,failed
A003044,04/02/2026,ACC0095,Sandbrook Utilities,17.88,USD,card,failed
A003045,04/02/2026,ACC0094,The Old Print Works,125.88,EUR,card,settled
A003046,09/01/2026,ACC0042,Bolt & Screw Ltd,21.26,GBP,card,settled
A003047,23/02/2026,ACC0033,Bolt & Screw Ltd,30.75,gbp,card,settled
A003048,28/01/2026,ACC0114,Kite Digital,19.16,GBP,bank_transfer,failed
A003049,14/01/2026,ACC0013,The Old Print Works,53.31,GBP,bank_transfer,reversed
A003050,14/02/2026,ACC0076,Harrow Sports Club,85.79,gbp,card,settled
A003051,19/02/2026,ACC0097,Ashvale Clinic,26.11,gbp,card,settled
A003052,16/03/2026,ACC0035,Ashvale Clinic,59.13,GBP,card,settled
A003053,25/01/2026,ACC0588,Bolt & Screw Ltd,32.56,GBP,card,failed
A003054,06/02/2026,ACC0095,Dhillon & Sons,46.49,USD,direct_debit,settled
A003055,11/01/2026,ACC0095,Petra Logistics,66.86,GBP,card,reversed
A003056,19/01/2026,ACC0033,Dhillon & Sons,46.28,EUR,card,failed
A003057,03/03/2026,ACC0029,The Old Print Works,18.63,USD,direct_debit,settled
A003058,28/02/2026,ACC0010,Sandbrook Utilities,32.82,GBP,bank_transfer,settled
A003059,06/03/2026,ACC0031,Harrow Sports Club,122.46,gbp,card,reversed
A003060,07/03/2026,ACC0028,"Marlow ""Fine"" Foods",115.54,GBP,card,settled
A003061,10/01/2026,ACC0022,Bolt & Screw Ltd,61.42,EUR,card,settled
A003062,07/10/2026,ACC0004,The Old Print Works,23.74,GBP,card,settled
A003063,04/03/2026,ACC0118,Bolt & Screw Ltd,75.68,USD,direct_debit,settled
A003064,11/02/2026,ACC0112,The Old Print Works,163.06,GBP,card,settled
A003065,29/03/2026,ACC0118,"Wembley Tyres, Ltd",38.11,GBP,card,settled
A003066,21/02/2026,ACC0117,Northline Freight,113.34,gbp,direct_debit,settled
A003067,06/09/2026,ACC0021,"Wembley Tyres, Ltd",189.27,GBP,card,settled
A003068,26/02/2026,ACC0041,Sandbrook Utilities,63.44,GBP,card,reversed
A003069,12/02/2026,ACC0050,Dhillon & Sons,33.73,USD,card,settled
A003070,13/01/2026,ACC0106,Sandbrook Utilities,52.84,USD,card,pending
A003071,06/03/2026,ACC0001,Sandbrook Utilities,52.73,USD,card,failed
A003072,31/01/2026,ACC0088,Northline Freight,72.78,EUR,bank_transfer,failed
A003073,16/03/2026,ACC0098,Ashvale Clinic,75.33,EUR,card,settled
A003074,04/07/2026,ACC0007,Ashvale Clinic,88.22,GBP,card,settled
A003075,12/01/2026,ACC0101,Sandbrook Utilities,140.31,USD,direct_debit,settled
A003076,31/01/2026,ACC0108,Ashvale Clinic,60.43,USD,card,failed
A003077,19/01/2026,ACC0014,Ashvale Clinic,32.53,USD,direct_debit,failed
A003078,05/02/2026,ACC0047,Sandbrook Utilities,256.96,EUR,card,reversed
A003079,17/03/2026,ACC0045,Petra Logistics,107.53,EUR,bank_transfer,settled
A003080,30/03/2026,ACC0074,Ashvale Clinic,198.77,GBP,direct_debit,reversed
A003081,26/01/2026,ACC0014,Corner Cafe,31.26,GBP,card,pending
A003082,28/01/2026,ACC0077,Ashvale Clinic,37.97,GBP,card,pending
A003083,05/02/2026,ACC0054,Kite Digital,270.26,GBP,direct_debit,settled
A003084,20/02/2026,ACC0056,Harrow Sports Club,55.98,GBP,bank_transfer,reversed
A003085,22/03/2026,ACC0029,Petra Logistics,551.78,GBP,bank_transfer,settled
A003086,06/01/2026,ACC0053,Kite Digital,52.59,EUR,bank_transfer,settled
A003087,12/02/2026,ACC0046,"Marlow ""Fine"" Foods",,EUR,bank_transfer,reversed
A003088,24/03/2026,ACC0099,Sandbrook Utilities,202.24,USD,bank_transfer,failed
A003089,31/01/2026,ACC0001,Petra Logistics,16.87,EUR,card,pending
A003090,16/03/2026,ACC0008,Petra Logistics,152.88,EUR,card,failed
A003091,13/03/2026,ACC0003,Bolt & Screw Ltd,80.38,EUR,direct_debit,pending
A003092,17/02/2026,ACC0021,The Old Print Works,52.44,gbp,card,pending
A003093,12/01/2026,ACC0064,Corner Cafe,65.77,GBP,card,failed
A003094,09/04/2026,ACC0088,Northline Freight,29.14,EUR,card,failed
A003095,26/03/2026,ACC0112,"Wembley Tyres, Ltd",57.62,EUR,card,failed
A003096,09/01/2026,ACC0092,Corner Cafe,12.88,EUR,card,settled
A003097,09/02/2026,ACC0097,Harrow Sports Club,15.94,GBP,card,settled
A003098,19/02/2026,ACC0107,Petra Logistics,57.57,GBP,direct_debit,pending
A003099,17/02/2026,ACC0086,Bolt & Screw Ltd,44.02,GBP,card,settled
A003100,05/02/2026,ACC0020,"Wembley Tyres, Ltd",76.22,EUR,card,reversed
A003101,06/03/2026,ACC0070,The Old Print Works,11.06,GBP,direct_debit,settled
A003102,22/01/2026,ACC0042,Bolt & Screw Ltd,7.71,GBP,card,pending
A003103,08/11/2026,ACC0098,Sandbrook Utilities,39.49,GBP,card,settled
